uid,content,role,createdAt,session,group_type,strategy,icap
113180985896172760767,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758715527882,2,low-uptake,,
113180985896172760767,How can I improve here?,assistant,1758715528018,2,low-uptake,,
102793712107947248497,It is problem of dependent clause's location.,user,1758715566101,2,low-uptake,Amplification,Constructive
102793712107947248497,What does dependent clause's location mean?,assistant,1758715570838,2,low-uptake,,
108414367140353381616,Can you give me feedback on this part?,assistant,1758715582837,1,low-uptake,,
102793712107947248497,"after long session of such movie' is dependent clause, and its' location is wrong. It moved to end of sentence or first of sentence.",user,1758715610158,2,low-uptake,Amplification,Constructive
102793712107947248497,What does it mean to move a dependent clause?,assistant,1758715613092,2,low-uptake,,
102793712107947248497,"like, ""After long session of such movie, I know ~~~"" or ""I know ~~ uneasy than normal film,after long session of such movie""",user,1758715640965,2,low-uptake,Reformulate,Active
102793712107947248497,What does it mean to move a dependent clause?,assistant,1758715642140,2,low-uptake,,
102793712107947248497,"like, ""After long session of such movie, I know ~~~"" or ""I know ~~ uneasy than normal film,after long session of such movie""",user,1758715651454,2,low-uptake,Reformulate,Active
102793712107947248497,Okay. I will change the location of the dependent clause.,assistant,1758715653835,2,low-uptake,,
102793712107947248497,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758715653943,2,low-uptake,,
102793712107947248497,How can I improve here?,assistant,1758715654076,2,low-uptake,,
113180985896172760767,change by to with,user,1758715688163,2,low-uptake,Reformulate,Active
113180985896172760767,Why change by to with?,assistant,1758715690257,2,low-uptake,,
102793712107947248497,but they can increase stress and anxiety' is don't have stress's subject.,user,1758715710474,2,low-uptake,Amplification,Constructive
102793712107947248497,What do you mean by stress's subject?,assistant,1758715711564,2,low-uptake,,
102793712107947248497,who or which get those stress and anxiety? those sentense don't have that.,user,1758715740448,2,low-uptake,Reject,Active
102793712107947248497,Who or which is better for stress and anxiety?,assistant,1758715742082,2,low-uptake,,
113180985896172760767,correct preposition,user,1758715748365,2,low-uptake,Amplification,Constructive
113180985896172760767,What does correct preposition mean?,assistant,1758715749510,2,low-uptake,,
113180985896172760767,correct usage of preposition,user,1758715764247,2,low-uptake,Amplification,Constructive
113180985896172760767,What does correct usage of preposition mean?,assistant,1758715765222,2,low-uptake,,
113180985896172760767,changing by to with,user,1758715772062,2,low-uptake,Reformulate,Active
113180985896172760767,Okay. I will change 'by' to 'with' here.,assistant,1758715773987,2,low-uptake,,
113180985896172760767,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758715774079,2,low-uptake,,
113180985896172760767,Can you give me feedback on this part?,assistant,1758715774171,2,low-uptake,,
102793712107947248497,"No, you have to express subject of stress and anxiety. like ""they can increase stress and anxiety of us.",user,1758715776395,2,low-uptake,Reformulate,Active
102793712107947248497,What does it mean to express subject of stress and anxiety?,assistant,1758715777664,2,low-uptake,,
102793712107947248497,keep going,user,1758715789681,2,low-uptake,Accept,Passive
102793712107947248497,Okay. I will add the subject of stress and anxiety.,assistant,1758715791463,2,low-uptake,,
102793712107947248497,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758715791583,2,low-uptake,,
102793712107947248497,How do I fix this?,assistant,1758715791707,2,low-uptake,,
113180985896172760767,change how to that,user,1758715810819,2,low-uptake,Reformulate,Active
113180985896172760767,Why change how to that?,assistant,1758715811762,2,low-uptake,,
113180985896172760767,correct usage of parts of speech,user,1758715832004,2,low-uptake,Amplification,Constructive
113180985896172760767,What does correct usage of parts of speech mean?,assistant,1758715833200,2,low-uptake,,
113180985896172760767,changing how to that,user,1758715841256,2,low-uptake,Reformulate,Active
113180985896172760767,What does correct usage of parts of speech mean?,assistant,1758715842675,2,low-uptake,,
113180985896172760767,changing how to that,user,1758715850256,2,low-uptake,Reformulate,Active
113180985896172760767,Okay. I will change 'how' to 'that' here.,assistant,1758715852190,2,low-uptake,,
113180985896172760767,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758715852295,2,low-uptake,,
113180985896172760767,How do I fix this?,assistant,1758715852386,2,low-uptake,,
102793712107947248497,"When you express you have been felt emotions, you have to use passive.",user,1758715880720,2,low-uptake,Amplification,Constructive
102793712107947248497,What does it mean to use passive?,assistant,1758715882051,2,low-uptake,,
113180985896172760767,"change ""for"" to ""to""",user,1758715895371,2,low-uptake,Reformulate,Active
113180985896172760767,Why change for to to?,assistant,1758715898569,2,low-uptake,,
102793712107947248497,"In your sentence, you use ""when I am feeling bored of calm drama"". 'am feeling' is active voice. It changed 'am feeling' into 'am felt'",user,1758715941469,2,low-uptake,Exemplification,Constructive
113180985896172760767,correct usage of infinitive,user,1758715941474,2,low-uptake,Amplification,Constructive
102793712107947248497,Why is 'am feeling' active voice?,assistant,1758715944264,2,low-uptake,,
113180985896172760767,What is correct usage of infinitive?,assistant,1758715944347,2,low-uptake,,
113180985896172760767,"changing ""for"" to ""to""",user,1758715952583,2,low-uptake,Reformulate,Active
113180985896172760767,What is correct usage of infinitive?,assistant,1758715953855,2,low-uptake,,
113180985896172760767,"change ""for"" to ""to""",user,1758715957978,2,low-uptake,Reformulate,Active
113180985896172760767,Okay. I will change 'for' to 'to' here.,assistant,1758715959866,2,low-uptake,,
113180985896172760767,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758715959942,2,low-uptake,,
113180985896172760767,What's wrong here?,assistant,1758715960022,2,low-uptake,,
102793712107947248497,because form of active voice is be-verb + verb-ing.,user,1758715964383,2,low-uptake,Exemplification,Constructive
102793712107947248497,What does it mean to be-verb + verb-ing?,assistant,1758715965388,2,low-uptake,,
108414367140353381616,this is a reason -> these are reasons,user,1758715989142,1,low-uptake,Reformulate,Active
108414367140353381616,Why is it these are reasons?,assistant,1758715990393,1,low-uptake,,
102793712107947248497,"Examples are ""they are flying""",user,1758715991448,2,low-uptake,Exemplification,Constructive
102793712107947248497,Okay. I will change 'am feeling' to 'am felt' here.,assistant,1758715993511,2,low-uptake,,
102793712107947248497,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758715993638,2,low-uptake,,
102793712107947248497,Can you give me feedback on this part?,assistant,1758715993747,2,low-uptake,,
108414367140353381616,because you have 2 reasons to support your idea,user,1758716021978,1,low-uptake,Amplification,Constructive
108414367140353381616,What do you mean by two reasons?,assistant,1758716034192,1,low-uptake,,
102793712107947248497,when alone' is maybe worng.,user,1758716048159,2,low-uptake,Reformulate,Active
102793712107947248497,Why 'when alone' is maybe wrong?,assistant,1758716052428,2,low-uptake,,
102793712107947248497,"Oh, sorry. It's not wrong.",user,1758716074102,2,low-uptake,Accept,Passive
102793712107947248497,What does it mean to increase a feeling of scared?,assistant,1758716076285,2,low-uptake,,
102793712107947248497,"feeling do not have addition, so that is not right.",user,1758716150749,2,low-uptake,Reject,Active
102793712107947248497,What does it mean to have addition in feeling?,assistant,1758716152666,2,low-uptake,,
108414367140353381616,Oh I misunderstand. but actually if you consider about cohesion and unity. you have to erase your sentence,user,1758716156711,1,low-uptake,Reject,Active
108414367140353381616,What do you mean by cohesion and unity?,assistant,1758716158503,1,low-uptake,,
102793712107947248497,"No, that don't have addition.",user,1758716161882,2,low-uptake,Reject,Active
102793712107947248497,Okay. I will change 'a feeling of scared' here.,assistant,1758716164038,2,low-uptake,,
102793712107947248497,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758716164158,2,low-uptake,,
108414367140353381616,"cohesion means that your sentences are linked smoothly and unity means your reasons all support your main idea. However actually you wrote your reasons below the begging paragraph, so you don't have to emphasize that ""make our life fun"" is one of your reasons in the beginning paragraph",user,1758716302013,1,low-uptake,Amplification,Constructive
108414367140353381616,"Okay, I will erase that sentence.",assistant,1758716307448,1,low-uptake,,
108414367140353381616,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758716307598,1,low-uptake,,
108414367140353381616,How do I fix this?,assistant,1758716307725,1,low-uptake,,
109470507828000534937,How do I fix this?,assistant,1758716325206,2,mixed-uptake,,
108414367140353381616,exploring hobbies lead to a new joy which enrich your leisure,user,1758716404412,1,low-uptake,Reformulate,Active
108414367140353381616,What do you mean by enrich your leisure?,assistant,1758716406669,1,low-uptake,,
108414367140353381616,"your sentence should have an exact subject and verb. So you have to write ""which make your leisure enriching""",user,1758716485111,1,low-uptake,Amplification,Constructive
108414367140353381616,How is that different from my original sentence?,assistant,1758716486389,1,low-uptake,,
108414367140353381616,"you don't have verb ""make""",user,1758716516856,1,low-uptake,Reject,Active
108414367140353381616,What does it mean to have a verb?,assistant,1758716518298,1,low-uptake,,
108414367140353381616,"you have a ""which"" clause so you have to have an exact verb which make clause appropriate",user,1758716585373,1,low-uptake,Amplification,Constructive
108414367140353381616,Okay. I will change it to make it correct.,assistant,1758716586909,1,low-uptake,,
108414367140353381616,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758716587004,1,low-uptake,,
108414367140353381616,Can you give me feedback on this part?,assistant,1758716587102,1,low-uptake,,
115647646533643973773,How can I improve here?,assistant,1758716605752,1,high-uptake,,
115647646533643973773,the level of understanding are -> the level of understanding is,user,1758716650394,1,high-uptake,Reformulate,Active
115647646533643973773,I will change 'are' to 'is' here.,assistant,1758716652521,1,high-uptake,,
115647646533643973773,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758716652700,1,high-uptake,,
115647646533643973773,What's wrong here?,assistant,1758716652835,1,high-uptake,,
108414367140353381616,"-activities, actually indoor activities -- you have to insert a comma "",""",user,1758716663473,1,low-uptake,Reformulate,Active
108414367140353381616,Why do I need to insert a comma?,assistant,1758716666528,1,low-uptake,,
115647646533643973773,other school -> other schools,user,1758716699409,1,high-uptake,Reformulate,Active
115647646533643973773,Okay. I will change 'other school' to 'other schools' here.,assistant,1758716701401,1,high-uptake,,
115647646533643973773,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758716701711,1,high-uptake,,
115647646533643973773,What's wrong here?,assistant,1758716702226,1,high-uptake,,
108414367140353381616,"If you join two simple sentences(clauses) without a connecting word, you have to insert comma between them",user,1758716737819,1,low-uptake,Amplification,Constructive
108414367140353381616,What does it mean to insert a comma between clauses?,assistant,1758716739081,1,low-uptake,,
108414367140353381616,No. just consider about linking two simple sentences,user,1758716775269,1,low-uptake,Reject,Active
108414367140353381616,What does consider about linking mean?,assistant,1758716776482,1,low-uptake,,
108414367140353381616,just think about the situation that you link 2 sentences,user,1758716820228,1,low-uptake,Amplification,Constructive
108414367140353381616,I will link the sentences by inserting a comma.,assistant,1758716821827,1,low-uptake,,
108414367140353381616,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758716821953,1,low-uptake,,
108414367140353381616,How can I improve here?,assistant,1758716822071,1,low-uptake,,
115647646533643973773,"... fully engage in learnign are diminished, leading to take... -> ... fully engage in learning are diminished and it leads to take...",user,1758716828157,1,high-uptake,Reformulate,Active
115647646533643973773,Okay. I will change 'are' to 'is' and add 'and it' here.,assistant,1758716830573,1,high-uptake,,
115647646533643973773,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758716830702,1,high-uptake,,
115647646533643973773,What's wrong here?,assistant,1758716830906,1,high-uptake,,
115647646533643973773,We can fix your full sentence like this: Online learning was the popular trend over the past 5 years.,user,1758717015028,1,high-uptake,Reformulate,Active
115647646533643973773,I will change 'was popular trend' to 'was the popular trend'.,assistant,1758717016853,1,high-uptake,,
115647646533643973773,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758717017105,1,high-uptake,,
115647646533643973773,How do I fix this?,assistant,1758717017264,1,high-uptake,,
108414367140353381616,I think you have to add some specific reason why meeting friends make our leisure joyful,user,1758717140773,1,low-uptake,Amplification,Constructive
108414367140353381616,What specific reason do I need to add?,assistant,1758717141854,1,low-uptake,,
108414367140353381616,you have to add your own experience when you met various friends during your club activity,user,1758717177425,1,low-uptake,Exemplification,Constructive
108414367140353381616,What kind of experience should I add?,assistant,1758717178532,1,low-uptake,,
109470507828000534937,you doesn't give a clear closing,user,1758717203877,2,mixed-uptake,Reject,Active
109470507828000534937,Should I say smartphones negatively impacts interactions?,assistant,1758717205610,2,mixed-uptake,,
109470507828000534937,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1758717205755,2,mixed-uptake,,
115647646533643973773,"However, now a new idea about.. -> However, some new idea about education method has emerged;...",user,1758717240975,1,high-uptake,Reformulate,Active
115647646533643973773,What does education method mean?,assistant,1758717242191,1,high-uptake,,
109470507828000534937,you need to add a conclusing sentencs which brify restate your arguement,user,1758717270733,2,mixed-uptake,Reformulate,Active
109470507828000534937,So I guess I should say smartphones negatively impact human interactions?,assistant,1758717272495,2,mixed-uptake,,
109470507828000534937,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1758717272757,2,mixed-uptake,,
108414367140353381616,"For example, when I played a basketball yesterday, I played with chinese students. I got new friends and I could play a basketball more fun.",user,1758717284236,1,low-uptake,Exemplification,Constructive
108414367140353381616,Why it should be more various friends?,assistant,1758717286233,1,low-uptake,,
115647646533643973773,"It means the type of education just like ""online"" or ""Offline""....",user,1758717287026,1,high-uptake,Exemplification,Constructive
115647646533643973773,What does flexibility mean?,assistant,1758717288821,1,high-uptake,,
108414367140353381616,Because you can't specify the situation you meet new people during club activity,user,1758717357264,1,low-uptake,Amplification,Constructive
108414367140353381616,I will specify my experience with friends at club activities.,assistant,1758717358944,1,low-uptake,,
108414367140353381616,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758717359099,1,low-uptake,,
109470507828000534937,you need to write enclose of whole paragraph,user,1758717415363,2,mixed-uptake,Reformulate,Active
109470507828000534937,your conclusion doesn't reflect your essay,user,1758717457291,2,mixed-uptake,Reject,Active
109470507828000534937,What does it mean that my conclusion doesn't reflect my essay?,assistant,1758717462667,2,mixed-uptake,,
115647646533643973773,"Flexibility means ""the degree to change someting's difficulties according for the situation",user,1758717498806,1,high-uptake,Amplification,Constructive
115647646533643973773,What does it mean 'due to the flexibility it offer'?,assistant,1758717500324,1,high-uptake,,
109470507828000534937,rewrite the part of 'i suggest ',user,1758717577910,2,mixed-uptake,Reformulate,Active
109470507828000534937,I will rewrite the part of 'I suggest' to make it clearer.,assistant,1758717580258,2,mixed-uptake,,
109470507828000534937,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758717580457,2,mixed-uptake,,
109470507828000534937,Can you give me feedback on this part?,assistant,1758717580624,2,mixed-uptake,,
109470507828000534937,not is but are,user,1758717607422,2,mixed-uptake,Reformulate,Active
109470507828000534937,Okay. I will change 'is' to 'are' here.,assistant,1758717609494,2,mixed-uptake,,
109470507828000534937,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758717609692,2,mixed-uptake,,
109470507828000534937,What's wrong here?,assistant,1758717609865,2,mixed-uptake,,
109470507828000534937,not feels but feel,user,1758717644364,2,mixed-uptake,Reformulate,Active
109470507828000534937,Why feels should be feel?,assistant,1758717646579,2,mixed-uptake,,
109470507828000534937,we' are plural,user,1758717671793,2,mixed-uptake,Reject,Active
109470507828000534937,So it should be we feel more tired?,assistant,1758717675433,2,mixed-uptake,,
109470507828000534937,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1758717675644,2,mixed-uptake,,
109470507828000534937,yea,user,1758717682057,2,mixed-uptake,Accept,Passive
109470507828000534937,What does decreased communication mean?,assistant,1758717685488,2,mixed-uptake,,
109470507828000534937,feel is right,user,1758717703562,2,mixed-uptake,Reformulate,Active
109470507828000534937,Okay. I will change 'feels' to 'feel' here.,assistant,1758717705949,2,mixed-uptake,,
109470507828000534937,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758717706147,2,mixed-uptake,,
109470507828000534937,How do I fix this?,assistant,1758717706342,2,mixed-uptake,,
115647646533643973773,This means that the new reasons new educational methods have emerged is because of the possibility of changing the learning method according for each student's situation,user,1758717740834,1,high-uptake,Amplification,Constructive
115647646533643973773,Okay. I will change 'a new idea about education has emerged; hybrid learning due to the flexibility it offer' to 'some new ideas about education methods have emerged; hybrid learning [due to the flexibility it offers]'.,assistant,1758717743755,1,high-uptake,,
115647646533643973773,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758717743952,1,high-uptake,,
115647646533643973773,What's wrong here?,assistant,1758717744176,1,high-uptake,,
115647646533643973773,this -> that,user,1758717762984,1,high-uptake,Reformulate,Active
115647646533643973773,Okay. I will change 'this' to 'that' here.,assistant,1758717765025,1,high-uptake,,
115647646533643973773,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758717765229,1,high-uptake,,
115647646533643973773,What's wrong here?,assistant,1758717765469,1,high-uptake,,
109470507828000534937,not cause but causes,user,1758717792135,2,mixed-uptake,Reformulate,Active
109470507828000534937,So it should be it causes some issues?,assistant,1758717793719,2,mixed-uptake,,
109470507828000534937,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1758717794020,2,mixed-uptake,,
109470507828000534937,yes,user,1758717804470,2,mixed-uptake,Accept,Passive
109470507828000534937,So it should be it cause some issues?,assistant,1758717806171,2,mixed-uptake,,
109470507828000534937,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1758717806429,2,mixed-uptake,,
109470507828000534937,no,user,1758717825299,2,mixed-uptake,Reject,Active
109470507828000534937,So it should be it cause some issues?,assistant,1758717827107,2,mixed-uptake,,
109470507828000534937,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1758717827282,2,mixed-uptake,,
109470507828000534937,causes,user,1758717832285,2,mixed-uptake,Reformulate,Active
109470507828000534937,Okay. I will change 'cause' to 'causes' here.,assistant,1758717834355,2,mixed-uptake,,
109470507828000534937,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758717834533,2,mixed-uptake,,
109470507828000534937,Can you give me feedback on this part?,assistant,1758717834762,2,mixed-uptake,,
109470507828000534937,not it's but they're,user,1758717916163,2,mixed-uptake,Reformulate,Active
109470507828000534937,Why should I use they're instead of it's?,assistant,1758717917729,2,mixed-uptake,,
109470507828000534937,the preceding world is plural,user,1758717961194,2,mixed-uptake,Amplification,Constructive
109470507828000534937,Okay. I will change 'it's' to 'they're' here.,assistant,1758717963698,2,mixed-uptake,,
109470507828000534937,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758717963865,2,mixed-uptake,,
109470507828000534937,Can you give me feedback on this part?,assistant,1758717964109,2,mixed-uptake,,
109470507828000534937,not at nowdays but nowadays,user,1758717981444,2,mixed-uptake,Reformulate,Active
109470507828000534937,Okay. I will change 'at nowdays' to 'nowadays' here.,assistant,1758717984880,2,mixed-uptake,,
109470507828000534937,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758717985103,2,mixed-uptake,,
115647646533643973773,the number of -> a number of,user,1758717993395,1,high-uptake,Reformulate,Active
115647646533643973773,Okay. I will change 'the number of' to 'a number of' here.,assistant,1758717996459,1,high-uptake,,
115647646533643973773,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758717996640,1,high-uptake,,
115647646533643973773,What's wrong here?,assistant,1758717996849,1,high-uptake,,
115647646533643973773,several reason -> some several reasons,user,1758718019825,1,high-uptake,Reformulate,Active
115647646533643973773,What does several reasons mean?,assistant,1758718022633,1,high-uptake,,
115647646533643973773,They mean the some reasons that I mentioned,user,1758718048930,1,high-uptake,Amplification,Constructive
115647646533643973773,Okay. I will change 'reason' to 'reasons' here.,assistant,1758718051356,1,high-uptake,,
115647646533643973773,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758718051530,1,high-uptake,,
115647646533643973773,How can I improve here?,assistant,1758718051721,1,high-uptake,,
108414367140353381616,How can I improve here?,assistant,1758718634665,2,low-uptake,,
117628050603155372694,How can I improve here?,assistant,1758718660075,2,mixed-uptake,,
117628050603155372694,create -> creates,user,1758718688571,2,mixed-uptake,Reformulate,Active
117628050603155372694,Okay. I will change 'create' to 'creates' here.,assistant,1758718691936,2,mixed-uptake,,
117628050603155372694,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758718692109,2,mixed-uptake,,
117628050603155372694,How can I improve here?,assistant,1758718692227,2,mixed-uptake,,
115647646533643973773,Can you give me feedback on this part?,assistant,1758718700532,2,high-uptake,,
108414367140353381616,"you have to erase ""my own experience"" and insert ""at"" between neighborhood and park",user,1758718712434,2,low-uptake,Reformulate,Active
108414367140353381616,Why should I erase 'my own experience'?,assistant,1758718713592,2,low-uptake,,
117628050603155372694,made -> makes,user,1758718727095,2,mixed-uptake,Reformulate,Active
117628050603155372694,Why made becomes makes?,assistant,1758718728281,2,mixed-uptake,,
115647646533643973773,have -> has because the subjuect Overeating is singular,user,1758718749390,2,high-uptake,Amplification,Constructive
115647646533643973773,What do you mean by singular subject?,assistant,1758718750936,2,high-uptake,,
108414367140353381616,"because you start the sentence ""I"". It refers the sentence is your experience. you don't have to write it twice.",user,1758718765904,2,low-uptake,Amplification,Constructive
108414367140353381616,Why can’t I say 'my own experience'?,assistant,1758718767304,2,low-uptake,,
117628050603155372694,"front part is present form, as i think back part should be present form.",user,1758718776108,2,mixed-uptake,Amplification,Constructive
117628050603155372694,What does present form mean?,assistant,1758718777293,2,mixed-uptake,,
108414367140353381616,you don't have to emphasize same things twice,user,1758718804958,2,low-uptake,Amplification,Constructive
108414367140353381616,What does it mean to emphasize same things twice?,assistant,1758718807594,2,low-uptake,,
115647646533643973773,It means number of the subject indicating is just one,user,1758718824788,2,high-uptake,Amplification,Constructive
115647646533643973773,What does singular subject mean?,assistant,1758718828512,2,high-uptake,,
108414367140353381616,"my own experience is equal to the sentence ""I--""",user,1758718834022,2,low-uptake,Exemplification,Constructive
115647646533643973773,It means number of the subject indicating is just one,user,1758718835877,2,high-uptake,Amplification,Constructive
115647646533643973773,I don't get it,assistant,1758718838015,2,high-uptake,,
115647646533643973773,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758718838133,2,high-uptake,,
115647646533643973773,What's wrong here?,assistant,1758718838345,2,high-uptake,,
108414367140353381616,Okay. I will remove 'my own experience' and change 'neighborhood park' to 'neighborhood [at] park' here.,assistant,1758718839870,2,low-uptake,,
108414367140353381616,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758718839976,2,low-uptake,,
108414367140353381616,How can I improve here?,assistant,1758718840106,2,low-uptake,,
117628050603155372694,can -> could,user,1758718850943,2,mixed-uptake,Reformulate,Active
117628050603155372694,I think it should be we could claim smartphone makes our modern culture.,assistant,1758718856053,2,mixed-uptake,,
117628050603155372694,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1758718856177,2,mixed-uptake,,
117628050603155372694,ok,user,1758718866908,2,mixed-uptake,Accept,Passive
109470507828000534937,How do I fix this?,assistant,1758718867744,3,mixed-uptake,,
117628050603155372694,I will change 'made' to 'makes' here.,assistant,1758718868815,2,mixed-uptake,,
117628050603155372694,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758718868949,2,mixed-uptake,,
117628050603155372694,How do I fix this?,assistant,1758718870965,2,mixed-uptake,,
103743425826372792058,How can I improve here?,assistant,1758718886066,2,high-uptake,,
108414367140353381616,provide -> provides,user,1758718898394,2,low-uptake,Reformulate,Active
108414367140353381616,Why does provide change to provides?,assistant,1758718902732,2,low-uptake,,
109470507828000534937,not becomes but become,user,1758718930564,3,mixed-uptake,Reformulate,Active
115647646533643973773,it -> they,user,1758718930844,2,high-uptake,Reformulate,Active
115647646533643973773,Okay. I will change 'meal' to 'meals' here.,assistant,1758718934365,2,high-uptake,,
115647646533643973773,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758718934557,2,high-uptake,,
115647646533643973773,Can you give me feedback on this part?,assistant,1758718934698,2,high-uptake,,
109470507828000534937,I think it should be we become to tired.,assistant,1758718935695,3,mixed-uptake,,
109470507828000534937,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1758718935792,3,mixed-uptake,,
109470507828000534937,become,user,1758718949659,3,mixed-uptake,Reformulate,Active
109470507828000534937,Why is it become and not becomes?,assistant,1758718953510,3,mixed-uptake,,
117628050603155372694,cannot -> have no,user,1758718960422,2,mixed-uptake,Reformulate,Active
117628050603155372694,I think it should be we have no access any information.,assistant,1758718963584,2,mixed-uptake,,
117628050603155372694,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1758718963737,2,mixed-uptake,,
109470507828000534937,we' is plural,user,1758718967038,3,mixed-uptake,Amplification,Constructive
109470507828000534937,What does plural mean?,assistant,1758718968909,3,mixed-uptake,,
108414367140353381616,walking is a singular noun,user,1758718974038,2,low-uptake,Amplification,Constructive
108414367140353381616,What does it mean that walking is a singular noun?,assistant,1758718975372,2,low-uptake,,
117628050603155372694,ok,user,1758718980119,2,mixed-uptake,Accept,Passive
117628050603155372694,What does resources from internet mean?,assistant,1758718981740,2,mixed-uptake,,
109470507828000534937,many people,user,1758718981880,3,mixed-uptake,Amplification,Constructive
109470507828000534937,I will change 'becomes' to 'become' here.,assistant,1758718985094,3,mixed-uptake,,
109470507828000534937,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758718985223,3,mixed-uptake,,
109470507828000534937,How can I improve here?,assistant,1758718985373,3,mixed-uptake,,
112413239184606031827,What's wrong here?,assistant,1758719011140,2,low-uptake,,
102472663704790377396,How do I fix this?,assistant,1758719019518,2,high-uptake,,
103743425826372792058,Grammar mistake. You should rewrite the sentence to ' ~everyone will be starting to ~',user,1758719019674,2,high-uptake,Reformulate,Active
103743425826372792058,Why should I use 'be starting'?,assistant,1758719020943,2,high-uptake,,
117881341115610263149,How can I improve here?,assistant,1758719021834,2,low-uptake,,
117628050603155372694,information by searching on internet,user,1758719027458,2,mixed-uptake,Amplification,Constructive
117628050603155372694,What does information by searching on internet mean?,assistant,1758719029203,2,mixed-uptake,,
108414367140353381616,"""walking"" is a singular noun. So when you use ""walking"" as a subject, you have to write ""provides""(verb + (e)s))",user,1758719038525,2,low-uptake,Amplification,Constructive
109470507828000534937,not improve but improves,user,1758719039226,3,mixed-uptake,Reformulate,Active
108414367140353381616,What does it mean that walking is a singular noun?,assistant,1758719039741,2,low-uptake,,
109470507828000534937,Why is it improves and not improve?,assistant,1758719040950,3,mixed-uptake,,
109470507828000534937,it' is singular,user,1758719053014,3,mixed-uptake,Amplification,Constructive
109470507828000534937,What does singular mean?,assistant,1758719054122,3,mixed-uptake,,
115647646533643973773,"way, when we meals are consumed frequently, ~-> Look it this way. When meals are consumed frequently, ~",user,1758719059004,2,high-uptake,Reformulate,Active
109470507828000534937,not plural,user,1758719060772,3,mixed-uptake,Amplification,Constructive
115647646533643973773,Okay. I will change 'Look it this way' to 'Look at it this way'.,assistant,1758719062674,2,high-uptake,,
109470507828000534937,Okay. I will change 'improve' to 'improves' here.,assistant,1758719062707,3,mixed-uptake,,
109470507828000534937,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758719062851,3,mixed-uptake,,
115647646533643973773,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758719062872,2,high-uptake,,
109470507828000534937,How can I improve here?,assistant,1758719062950,3,mixed-uptake,,
115647646533643973773,How can I improve here?,assistant,1758719063020,2,high-uptake,,
108414367140353381616,not plural,user,1758719064386,2,low-uptake,Amplification,Constructive
108414367140353381616,Okay. I will change 'provide' to 'provides' here.,assistant,1758719066209,2,low-uptake,,
108414367140353381616,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1758719066307,2,low-uptake,,
108414367140353381616,How do I fix this?,assistant,1758719066385,2,low-uptake,,
117628050603155372694,discovered information on internet,user,1758719086954,2,mixed-uptake,Reformulate,Active
117628050603155372694,I will change 'resources from internet' to 'resources from [the] internet' here.,assistant,1758719088947,2,mixed-uptake,,
